name,inst,root,pitch,octave,quality,quality_idx,inv,bpm,fold,set_type
SynthBass2-a3-majorminor7_inv1,SynthBass2,a3,a,3,majorminor7,2,1,60,2,train
SynthBass2-a3-majorminor7_inv2,SynthBass2,a3,a,3,majorminor7,2,2,60,8,train
SynthBass2-a3-majorminor7_inv3,SynthBass2,a3,a,3,majorminor7,2,3,60,18,test
SynthBass2-as3-majorminor7_inv0,SynthBass2,as3,as,3,majorminor7,2,0,60,4,train
SynthBass2-as3-majorminor7_inv1,SynthBass2,as3,as,3,majorminor7,2,1,60,9,train
SynthBass2-as3-majorminor7_inv2,SynthBass2,as3,as,3,majorminor7,2,2,60,9,train
SynthBass2-as3-majorminor7_inv3,SynthBass2,as3,as,3,majorminor7,2,3,60,17,valid
SynthBass2-b3-majorminor7_inv0,SynthBass2,b3,b,3,majorminor7,2,0,60,4,train
SynthBass2-b3-majorminor7_inv1,SynthBass2,b3,b,3,majorminor7,2,1,60,9,train
SynthBass2-b3-majorminor7_inv2,SynthBass2,b3,b,3,majorminor7,2,2,60,18,test
SynthBass2-b3-majorminor7_inv3,SynthBass2,b3,b,3,majorminor7,2,3,60,12,train
SynthBass2-c4-minormajor7_inv0,SynthBass2,c4,c,4,minormajor7,3,0,60,13,train
SynthBass2-c4-minormajor7_inv1,SynthBass2,c4,c,4,minormajor7,3,1,60,11,train
SynthBass2-c3-minormajor7_inv2,SynthBass2,c3,c,3,minormajor7,3,2,60,8,train
SynthBass2-c3-minormajor7_inv3,SynthBass2,c3,c,3,minormajor7,3,3,60,15,valid
SynthBass2-cs4-minormajor7_inv0,SynthBass2,cs4,cs,4,minormajor7,3,0,60,6,train
SynthBass2-cs4-minormajor7_inv1,SynthBass2,cs4,cs,4,minormajor7,3,1,60,12,train
SynthBass2-cs3-minormajor7_inv2,SynthBass2,cs3,cs,3,minormajor7,3,2,60,4,train
SynthBass2-cs3-minormajor7_inv3,SynthBass2,cs3,cs,3,minormajor7,3,3,60,12,train
SynthBass2-d4-minormajor7_inv0,SynthBass2,d4,d,4,minormajor7,3,0,60,14,train
SynthBass2-d4-minormajor7_inv1,SynthBass2,d4,d,4,minormajor7,3,1,60,13,train
SynthBass2-d3-minormajor7_inv2,SynthBass2,d3,d,3,minormajor7,3,2,60,2,train
SynthBass2-d3-minormajor7_inv3,SynthBass2,d3,d,3,minormajor7,3,3,60,4,train
SynthBass2-ds4-minormajor7_inv0,SynthBass2,ds4,ds,4,minormajor7,3,0,60,9,train
SynthBass2-ds3-minormajor7_inv1,SynthBass2,ds3,ds,3,minormajor7,3,1,60,3,train
SynthBass2-ds3-minormajor7_inv2,SynthBass2,ds3,ds,3,minormajor7,3,2,60,6,train
SynthBass2-ds3-minormajor7_inv3,SynthBass2,ds3,ds,3,minormajor7,3,3,60,9,train
SynthBass2-e4-minormajor7_inv0,SynthBass2,e4,e,4,minormajor7,3,0,60,11,train
SynthBass2-e3-minormajor7_inv1,SynthBass2,e3,e,3,minormajor7,3,1,60,19,test
SynthBass2-e3-minormajor7_inv2,SynthBass2,e3,e,3,minormajor7,3,2,60,7,train
SynthBass2-e3-minormajor7_inv3,SynthBass2,e3,e,3,minormajor7,3,3,60,7,train
SynthBass2-f4-minormajor7_inv0,SynthBass2,f4,f,4,minormajor7,3,0,60,12,train
SynthBass2-f3-minormajor7_inv1,SynthBass2,f3,f,3,minormajor7,3,1,60,10,train
SynthBass2-f3-minormajor7_inv2,SynthBass2,f3,f,3,minormajor7,3,2,60,16,valid
SynthBass2-f3-minormajor7_inv3,SynthBass2,f3,f,3,minormajor7,3,3,60,19,test
SynthBass2-fs3-minormajor7_inv0,SynthBass2,fs3,fs,3,minormajor7,3,0,60,8,train
SynthBass2-fs3-minormajor7_inv1,SynthBass2,fs3,fs,3,minormajor7,3,1,60,10,train
SynthBass2-fs3-minormajor7_inv2,SynthBass2,fs3,fs,3,minormajor7,3,2,60,14,train
SynthBass2-fs3-minormajor7_inv3,SynthBass2,fs3,fs,3,minormajor7,3,3,60,20,test
SynthBass2-g3-minormajor7_inv0,SynthBass2,g3,g,3,minormajor7,3,0,60,1,train
SynthBass2-g3-minormajor7_inv1,SynthBass2,g3,g,3,minormajor7,3,1,60,7,train
SynthBass2-g3-minormajor7_inv2,SynthBass2,g3,g,3,minormajor7,3,2,60,17,valid
SynthBass2-g3-minormajor7_inv3,SynthBass2,g3,g,3,minormajor7,3,3,60,14,train
SynthBass2-gs3-minormajor7_inv0,SynthBass2,gs3,gs,3,minormajor7,3,0,60,12,train
SynthBass2-gs3-minormajor7_inv1,SynthBass2,gs3,gs,3,minormajor7,3,1,60,2,train
SynthBass2-gs3-minormajor7_inv2,SynthBass2,gs3,gs,3,minormajor7,3,2,60,8,train
SynthBass2-gs3-minormajor7_inv3,SynthBass2,gs3,gs,3,minormajor7,3,3,60,2,train
SynthBass2-a3-minormajor7_inv0,SynthBass2,a3,a,3,minormajor7,3,0,60,16,valid
SynthBass2-a3-minormajor7_inv1,SynthBass2,a3,a,3,minormajor7,3,1,60,10,train
SynthBass2-a3-minormajor7_inv2,SynthBass2,a3,a,3,minormajor7,3,2,60,12,train
SynthBass2-a3-minormajor7_inv3,SynthBass2,a3,a,3,minormajor7,3,3,60,15,valid
SynthBass2-as3-minormajor7_inv0,SynthBass2,as3,as,3,minormajor7,3,0,60,16,valid
SynthBass2-as3-minormajor7_inv1,SynthBass2,as3,as,3,minormajor7,3,1,60,15,valid
SynthBass2-as3-minormajor7_inv2,SynthBass2,as3,as,3,minormajor7,3,2,60,9,train
SynthBass2-as3-minormajor7_inv3,SynthBass2,as3,as,3,minormajor7,3,3,60,7,train
SynthBass2-b3-minormajor7_inv0,SynthBass2,b3,b,3,minormajor7,3,0,60,3,train
SynthBass2-b3-minormajor7_inv1,SynthBass2,b3,b,3,minormajor7,3,1,60,10,train
SynthBass2-b3-minormajor7_inv2,SynthBass2,b3,b,3,minormajor7,3,2,60,2,train
SynthBass2-b3-minormajor7_inv3,SynthBass2,b3,b,3,minormajor7,3,3,60,14,train
SynthBass2-c4-halfdim7_inv0,SynthBass2,c4,c,4,halfdim7,4,0,60,9,train
SynthBass2-c4-halfdim7_inv1,SynthBass2,c4,c,4,halfdim7,4,1,60,16,valid
SynthBass2-c3-halfdim7_inv2,SynthBass2,c3,c,3,halfdim7,4,2,60,15,valid
SynthBass2-c3-halfdim7_inv3,SynthBass2,c3,c,3,halfdim7,4,3,60,18,test
SynthBass2-cs4-halfdim7_inv0,SynthBass2,cs4,cs,4,halfdim7,4,0,60,4,train
SynthBass2-cs4-halfdim7_inv1,SynthBass2,cs4,cs,4,halfdim7,4,1,60,8,train
SynthBass2-cs3-halfdim7_inv2,SynthBass2,cs3,cs,3,halfdim7,4,2,60,1,train
SynthBass2-cs3-halfdim7_inv3,SynthBass2,cs3,cs,3,halfdim7,4,3,60,6,train
SynthBass2-d4-halfdim7_inv0,SynthBass2,d4,d,4,halfdim7,4,0,60,15,valid
SynthBass2-d4-halfdim7_inv1,SynthBass2,d4,d,4,halfdim7,4,1,60,20,test
SynthBass2-d3-halfdim7_inv2,SynthBass2,d3,d,3,halfdim7,4,2,60,8,train
SynthBass2-d3-halfdim7_inv3,SynthBass2,d3,d,3,halfdim7,4,3,60,10,train
SynthBass2-ds4-halfdim7_inv0,SynthBass2,ds4,ds,4,halfdim7,4,0,60,12,train
SynthBass2-ds3-halfdim7_inv1,SynthBass2,ds3,ds,3,halfdim7,4,1,60,8,train
SynthBass2-ds3-halfdim7_inv2,SynthBass2,ds3,ds,3,halfdim7,4,2,60,18,test
SynthBass2-ds3-halfdim7_inv3,SynthBass2,ds3,ds,3,halfdim7,4,3,60,2,train
SynthBass2-e4-halfdim7_inv0,SynthBass2,e4,e,4,halfdim7,4,0,60,12,train
SynthBass2-e3-halfdim7_inv1,SynthBass2,e3,e,3,halfdim7,4,1,60,16,valid
SynthBass2-e3-halfdim7_inv2,SynthBass2,e3,e,3,halfdim7,4,2,60,15,valid
SynthBass2-e3-halfdim7_inv3,SynthBass2,e3,e,3,halfdim7,4,3,60,10,train
SynthBass2-f4-halfdim7_inv0,SynthBass2,f4,f,4,halfdim7,4,0,60,10,train
SynthBass2-f3-halfdim7_inv1,SynthBass2,f3,f,3,halfdim7,4,1,60,2,train
SynthBass2-f3-halfdim7_inv2,SynthBass2,f3,f,3,halfdim7,4,2,60,8,train
SynthBass2-f3-halfdim7_inv3,SynthBass2,f3,f,3,halfdim7,4,3,60,12,train
SynthBass2-fs3-halfdim7_inv0,SynthBass2,fs3,fs,3,halfdim7,4,0,60,16,valid
SynthBass2-fs3-halfdim7_inv1,SynthBass2,fs3,fs,3,halfdim7,4,1,60,16,valid
SynthBass2-fs3-halfdim7_inv2,SynthBass2,fs3,fs,3,halfdim7,4,2,60,7,train
SynthBass2-fs3-halfdim7_inv3,SynthBass2,fs3,fs,3,halfdim7,4,3,60,11,train
SynthBass2-g3-halfdim7_inv0,SynthBass2,g3,g,3,halfdim7,4,0,60,20,test
SynthBass2-g3-halfdim7_inv1,SynthBass2,g3,g,3,halfdim7,4,1,60,5,train
SynthBass2-g3-halfdim7_inv2,SynthBass2,g3,g,3,halfdim7,4,2,60,12,train
SynthBass2-g3-halfdim7_inv3,SynthBass2,g3,g,3,halfdim7,4,3,60,13,train
SynthBass2-gs3-halfdim7_inv0,SynthBass2,gs3,gs,3,halfdim7,4,0,60,4,train
SynthBass2-gs3-halfdim7_inv1,SynthBass2,gs3,gs,3,halfdim7,4,1,60,1,train
SynthBass2-gs3-halfdim7_inv2,SynthBass2,gs3,gs,3,halfdim7,4,2,60,11,train
SynthBass2-gs3-halfdim7_inv3,SynthBass2,gs3,gs,3,halfdim7,4,3,60,1,train
SynthBass2-a3-halfdim7_inv0,SynthBass2,a3,a,3,halfdim7,4,0,60,7,train
SynthBass2-a3-halfdim7_inv1,SynthBass2,a3,a,3,halfdim7,4,1,60,15,valid
SynthBass2-a3-halfdim7_inv2,SynthBass2,a3,a,3,halfdim7,4,2,60,6,train
SynthBass2-a3-halfdim7_inv3,SynthBass2,a3,a,3,halfdim7,4,3,60,12,train
SynthBass2-as3-halfdim7_inv0,SynthBass2,as3,as,3,halfdim7,4,0,60,2,train
SynthBass2-as3-halfdim7_inv1,SynthBass2,as3,as,3,halfdim7,4,1,60,13,train
SynthBass2-as3-halfdim7_inv2,SynthBass2,as3,as,3,halfdim7,4,2,60,10,train
SynthBass2-as3-halfdim7_inv3,SynthBass2,as3,as,3,halfdim7,4,3,60,11,train
SynthBass2-b3-halfdim7_inv0,SynthBass2,b3,b,3,halfdim7,4,0,60,5,train
SynthBass2-b3-halfdim7_inv1,SynthBass2,b3,b,3,halfdim7,4,1,60,18,test
SynthBass2-b3-halfdim7_inv2,SynthBass2,b3,b,3,halfdim7,4,2,60,16,valid
SynthBass2-b3-halfdim7_inv3,SynthBass2,b3,b,3,halfdim7,4,3,60,20,test
SynthBass2-c4-fulldim7_inv0,SynthBass2,c4,c,4,fulldim7,5,0,60,13,train
SynthBass2-c4-fulldim7_inv1,SynthBass2,c4,c,4,fulldim7,5,1,60,7,train
SynthBass2-c3-fulldim7_inv2,SynthBass2,c3,c,3,fulldim7,5,2,60,20,test
SynthBass2-c3-fulldim7_inv3,SynthBass2,c3,c,3,fulldim7,5,3,60,17,valid
SynthBass2-cs4-fulldim7_inv0,SynthBass2,cs4,cs,4,fulldim7,5,0,60,11,train
SynthBass2-cs4-fulldim7_inv1,SynthBass2,cs4,cs,4,fulldim7,5,1,60,5,train
SynthBass2-cs3-fulldim7_inv2,SynthBass2,cs3,cs,3,fulldim7,5,2,60,8,train
SynthBass2-cs3-fulldim7_inv3,SynthBass2,cs3,cs,3,fulldim7,5,3,60,12,train
SynthBass2-d4-fulldim7_inv0,SynthBass2,d4,d,4,fulldim7,5,0,60,19,test
SynthBass2-d4-fulldim7_inv1,SynthBass2,d4,d,4,fulldim7,5,1,60,9,train
SynthBass2-d3-fulldim7_inv2,SynthBass2,d3,d,3,fulldim7,5,2,60,11,train
SynthBass2-d3-fulldim7_inv3,SynthBass2,d3,d,3,fulldim7,5,3,60,15,valid
SynthBass2-ds4-fulldim7_inv0,SynthBass2,ds4,ds,4,fulldim7,5,0,60,15,valid
SynthBass2-ds3-fulldim7_inv1,SynthBass2,ds3,ds,3,fulldim7,5,1,60,17,valid
SynthBass2-ds3-fulldim7_inv2,SynthBass2,ds3,ds,3,fulldim7,5,2,60,5,train
SynthBass2-ds3-fulldim7_inv3,SynthBass2,ds3,ds,3,fulldim7,5,3,60,16,valid
SynthBass2-e4-fulldim7_inv0,SynthBass2,e4,e,4,fulldim7,5,0,60,6,train
SynthBass2-e3-fulldim7_inv1,SynthBass2,e3,e,3,fulldim7,5,1,60,19,test
SynthBass2-e3-fulldim7_inv2,SynthBass2,e3,e,3,fulldim7,5,2,60,15,valid
SynthBass2-e3-fulldim7_inv3,SynthBass2,e3,e,3,fulldim7,5,3,60,6,train
SynthBass2-f4-fulldim7_inv0,SynthBass2,f4,f,4,fulldim7,5,0,60,6,train
SynthBass2-f3-fulldim7_inv1,SynthBass2,f3,f,3,fulldim7,5,1,60,1,train
SynthBass2-f3-fulldim7_inv2,SynthBass2,f3,f,3,fulldim7,5,2,60,4,train
SynthBass2-f3-fulldim7_inv3,SynthBass2,f3,f,3,fulldim7,5,3,60,14,train
SynthBass2-fs3-fulldim7_inv0,SynthBass2,fs3,fs,3,fulldim7,5,0,60,2,train
SynthBass2-fs3-fulldim7_inv1,SynthBass2,fs3,fs,3,fulldim7,5,1,60,2,train
SynthBass2-fs3-fulldim7_inv2,SynthBass2,fs3,fs,3,fulldim7,5,2,60,10,train
SynthBass2-fs3-fulldim7_inv3,SynthBass2,fs3,fs,3,fulldim7,5,3,60,4,train
SynthBass2-g3-fulldim7_inv0,SynthBass2,g3,g,3,fulldim7,5,0,60,11,train
SynthBass2-g3-fulldim7_inv1,SynthBass2,g3,g,3,fulldim7,5,1,60,9,train
SynthBass2-g3-fulldim7_inv2,SynthBass2,g3,g,3,fulldim7,5,2,60,16,valid
SynthBass2-g3-fulldim7_inv3,SynthBass2,g3,g,3,fulldim7,5,3,60,11,train
SynthBass2-gs3-fulldim7_inv0,SynthBass2,gs3,gs,3,fulldim7,5,0,60,2,train
SynthBass2-gs3-fulldim7_inv1,SynthBass2,gs3,gs,3,fulldim7,5,1,60,15,valid
SynthBass2-gs3-fulldim7_inv2,SynthBass2,gs3,gs,3,fulldim7,5,2,60,17,valid
SynthBass2-gs3-fulldim7_inv3,SynthBass2,gs3,gs,3,fulldim7,5,3,60,5,train
SynthBass2-a3-fulldim7_inv0,SynthBass2,a3,a,3,fulldim7,5,0,60,3,train
SynthBass2-a3-fulldim7_inv1,SynthBass2,a3,a,3,fulldim7,5,1,60,9,train
SynthBass2-a3-fulldim7_inv2,SynthBass2,a3,a,3,fulldim7,5,2,60,5,train
SynthBass2-a3-fulldim7_inv3,SynthBass2,a3,a,3,fulldim7,5,3,60,1,train
SynthBass2-as3-fulldim7_inv0,SynthBass2,as3,as,3,fulldim7,5,0,60,2,train
SynthBass2-as3-fulldim7_inv1,SynthBass2,as3,as,3,fulldim7,5,1,60,3,train
SynthBass2-as3-fulldim7_inv2,SynthBass2,as3,as,3,fulldim7,5,2,60,16,valid
SynthBass2-as3-fulldim7_inv3,SynthBass2,as3,as,3,fulldim7,5,3,60,8,train
SynthBass2-b3-fulldim7_inv0,SynthBass2,b3,b,3,fulldim7,5,0,60,10,train
SynthBass2-b3-fulldim7_inv1,SynthBass2,b3,b,3,fulldim7,5,1,60,3,train
SynthBass2-b3-fulldim7_inv2,SynthBass2,b3,b,3,fulldim7,5,2,60,8,train
SynthBass2-b3-fulldim7_inv3,SynthBass2,b3,b,3,fulldim7,5,3,60,1,train
SynthBass2-c4-augmajor7_inv0,SynthBass2,c4,c,4,augmajor7,6,0,60,14,train
SynthBass2-c4-augmajor7_inv1,SynthBass2,c4,c,4,augmajor7,6,1,60,13,train
SynthBass2-c3-augmajor7_inv2,SynthBass2,c3,c,3,augmajor7,6,2,60,5,train
SynthBass2-c3-augmajor7_inv3,SynthBass2,c3,c,3,augmajor7,6,3,60,17,valid
SynthBass2-cs4-augmajor7_inv0,SynthBass2,cs4,cs,4,augmajor7,6,0,60,2,train
SynthBass2-cs4-augmajor7_inv1,SynthBass2,cs4,cs,4,augmajor7,6,1,60,4,train
SynthBass2-cs3-augmajor7_inv2,SynthBass2,cs3,cs,3,augmajor7,6,2,60,12,train
SynthBass2-cs3-augmajor7_inv3,SynthBass2,cs3,cs,3,augmajor7,6,3,60,8,train
SynthBass2-d4-augmajor7_inv0,SynthBass2,d4,d,4,augmajor7,6,0,60,8,train
SynthBass2-d3-augmajor7_inv1,SynthBass2,d3,d,3,augmajor7,6,1,60,13,train
SynthBass2-d3-augmajor7_inv2,SynthBass2,d3,d,3,augmajor7,6,2,60,18,test
SynthBass2-d3-augmajor7_inv3,SynthBass2,d3,d,3,augmajor7,6,3,60,16,valid
SynthBass2-ds4-augmajor7_inv0,SynthBass2,ds4,ds,4,augmajor7,6,0,60,20,test
SynthBass2-ds3-augmajor7_inv1,SynthBass2,ds3,ds,3,augmajor7,6,1,60,10,train
SynthBass2-ds3-augmajor7_inv2,SynthBass2,ds3,ds,3,augmajor7,6,2,60,18,test
SynthBass2-ds3-augmajor7_inv3,SynthBass2,ds3,ds,3,augmajor7,6,3,60,17,valid
SynthBass2-e4-augmajor7_inv0,SynthBass2,e4,e,4,augmajor7,6,0,60,14,train
SynthBass2-e3-augmajor7_inv1,SynthBass2,e3,e,3,augmajor7,6,1,60,13,train
SynthBass2-e3-augmajor7_inv2,SynthBass2,e3,e,3,augmajor7,6,2,60,7,train
SynthBass2-e3-augmajor7_inv3,SynthBass2,e3,e,3,augmajor7,6,3,60,1,train
SynthBass2-f4-augmajor7_inv0,SynthBass2,f4,f,4,augmajor7,6,0,60,6,train
SynthBass2-f3-augmajor7_inv1,SynthBass2,f3,f,3,augmajor7,6,1,60,6,train
SynthBass2-f3-augmajor7_inv2,SynthBass2,f3,f,3,augmajor7,6,2,60,13,train
SynthBass2-f3-augmajor7_inv3,SynthBass2,f3,f,3,augmajor7,6,3,60,13,train
SynthBass2-fs3-augmajor7_inv0,SynthBass2,fs3,fs,3,augmajor7,6,0,60,10,train
SynthBass2-fs3-augmajor7_inv1,SynthBass2,fs3,fs,3,augmajor7,6,1,60,13,train
SynthBass2-fs3-augmajor7_inv2,SynthBass2,fs3,fs,3,augmajor7,6,2,60,16,valid
SynthBass2-fs3-augmajor7_inv3,SynthBass2,fs3,fs,3,augmajor7,6,3,60,20,test
SynthBass2-g3-augmajor7_inv0,SynthBass2,g3,g,3,augmajor7,6,0,60,12,train
SynthBass2-g3-augmajor7_inv1,SynthBass2,g3,g,3,augmajor7,6,1,60,15,valid
SynthBass2-g3-augmajor7_inv2,SynthBass2,g3,g,3,augmajor7,6,2,60,1,train
SynthBass2-g3-augmajor7_inv3,SynthBass2,g3,g,3,augmajor7,6,3,60,19,test
SynthBass2-gs3-augmajor7_inv0,SynthBass2,gs3,gs,3,augmajor7,6,0,60,10,train
SynthBass2-gs3-augmajor7_inv1,SynthBass2,gs3,gs,3,augmajor7,6,1,60,3,train
SynthBass2-gs3-augmajor7_inv2,SynthBass2,gs3,gs,3,augmajor7,6,2,60,6,train
SynthBass2-gs3-augmajor7_inv3,SynthBass2,gs3,gs,3,augmajor7,6,3,60,8,train
SynthBass2-a3-augmajor7_inv0,SynthBass2,a3,a,3,augmajor7,6,0,60,12,train
SynthBass2-a3-augmajor7_inv1,SynthBass2,a3,a,3,augmajor7,6,1,60,9,train
SynthBass2-a3-augmajor7_inv2,SynthBass2,a3,a,3,augmajor7,6,2,60,12,train
SynthBass2-a3-augmajor7_inv3,SynthBass2,a3,a,3,augmajor7,6,3,60,19,test
SynthBass2-as3-augmajor7_inv0,SynthBass2,as3,as,3,augmajor7,6,0,60,4,train
SynthBass2-as3-augmajor7_inv1,SynthBass2,as3,as,3,augmajor7,6,1,60,16,valid
SynthBass2-as3-augmajor7_inv2,SynthBass2,as3,as,3,augmajor7,6,2,60,15,valid
SynthBass2-as3-augmajor7_inv3,SynthBass2,as3,as,3,augmajor7,6,3,60,5,train
SynthBass2-b3-augmajor7_inv0,SynthBass2,b3,b,3,augmajor7,6,0,60,15,valid
SynthBass2-b3-augmajor7_inv1,SynthBass2,b3,b,3,augmajor7,6,1,60,4,train
SynthBass2-b3-augmajor7_inv2,SynthBass2,b3,b,3,augmajor7,6,2,60,6,train
SynthBass2-b3-augmajor7_inv3,SynthBass2,b3,b,3,augmajor7,6,3,60,18,test
SynthBass2-c4-augminor7_inv0,SynthBass2,c4,c,4,augminor7,7,0,60,10,train
SynthBass2-c4-augminor7_inv1,SynthBass2,c4,c,4,augminor7,7,1,60,2,train
SynthBass2-c3-augminor7_inv2,SynthBass2,c3,c,3,augminor7,7,2,60,14,train
SynthBass2-c3-augminor7_inv3,SynthBass2,c3,c,3,augminor7,7,3,60,4,train
SynthBass2-cs4-augminor7_inv0,SynthBass2,cs4,cs,4,augminor7,7,0,60,12,train
SynthBass2-cs4-augminor7_inv1,SynthBass2,cs4,cs,4,augminor7,7,1,60,13,train
SynthBass2-cs3-augminor7_inv2,SynthBass2,cs3,cs,3,augminor7,7,2,60,8,train
SynthBass2-cs3-augminor7_inv3,SynthBass2,cs3,cs,3,augminor7,7,3,60,13,train
SynthBass2-d4-augminor7_inv0,SynthBass2,d4,d,4,augminor7,7,0,60,9,train
SynthBass2-d3-augminor7_inv1,SynthBass2,d3,d,3,augminor7,7,1,60,11,train
SynthBass2-d3-augminor7_inv2,SynthBass2,d3,d,3,augminor7,7,2,60,1,train
SynthBass2-d3-augminor7_inv3,SynthBass2,d3,d,3,augminor7,7,3,60,8,train
SynthBass2-ds4-augminor7_inv0,SynthBass2,ds4,ds,4,augminor7,7,0,60,3,train
SynthBass2-ds3-augminor7_inv1,SynthBass2,ds3,ds,3,augminor7,7,1,60,18,test
SynthBass2-ds3-augminor7_inv2,SynthBass2,ds3,ds,3,augminor7,7,2,60,13,train
SynthBass2-ds3-augminor7_inv3,SynthBass2,ds3,ds,3,augminor7,7,3,60,3,train
SynthBass2-e4-augminor7_inv0,SynthBass2,e4,e,4,augminor7,7,0,60,13,train
SynthBass2-e3-augminor7_inv1,SynthBass2,e3,e,3,augminor7,7,1,60,16,valid
SynthBass2-e3-augminor7_inv2,SynthBass2,e3,e,3,augminor7,7,2,60,10,train
SynthBass2-e3-augminor7_inv3,SynthBass2,e3,e,3,augminor7,7,3,60,11,train
SynthBass2-f4-augminor7_inv0,SynthBass2,f4,f,4,augminor7,7,0,60,1,train
SynthBass2-f3-augminor7_inv1,SynthBass2,f3,f,3,augminor7,7,1,60,8,train
SynthBass2-f3-augminor7_inv2,SynthBass2,f3,f,3,augminor7,7,2,60,17,valid
SynthBass2-f3-augminor7_inv3,SynthBass2,f3,f,3,augminor7,7,3,60,20,test
SynthBass2-fs3-augminor7_inv0,SynthBass2,fs3,fs,3,augminor7,7,0,60,9,train
SynthBass2-fs3-augminor7_inv1,SynthBass2,fs3,fs,3,augminor7,7,1,60,11,train
SynthBass2-fs3-augminor7_inv2,SynthBass2,fs3,fs,3,augminor7,7,2,60,20,test
SynthBass2-fs3-augminor7_inv3,SynthBass2,fs3,fs,3,augminor7,7,3,60,8,train
SynthBass2-g3-augminor7_inv0,SynthBass2,g3,g,3,augminor7,7,0,60,14,train
SynthBass2-g3-augminor7_inv1,SynthBass2,g3,g,3,augminor7,7,1,60,16,valid
SynthBass2-g3-augminor7_inv2,SynthBass2,g3,g,3,augminor7,7,2,60,13,train
SynthBass2-g3-augminor7_inv3,SynthBass2,g3,g,3,augminor7,7,3,60,15,valid
SynthBass2-gs3-augminor7_inv0,SynthBass2,gs3,gs,3,augminor7,7,0,60,7,train
SynthBass2-gs3-augminor7_inv1,SynthBass2,gs3,gs,3,augminor7,7,1,60,5,train
SynthBass2-gs3-augminor7_inv2,SynthBass2,gs3,gs,3,augminor7,7,2,60,17,valid
SynthBass2-gs3-augminor7_inv3,SynthBass2,gs3,gs,3,augminor7,7,3,60,19,test
SynthBass2-a3-augminor7_inv0,SynthBass2,a3,a,3,augminor7,7,0,60,5,train
SynthBass2-a3-augminor7_inv1,SynthBass2,a3,a,3,augminor7,7,1,60,6,train
SynthBass2-a3-augminor7_inv2,SynthBass2,a3,a,3,augminor7,7,2,60,10,train
SynthBass2-a3-augminor7_inv3,SynthBass2,a3,a,3,augminor7,7,3,60,19,test
SynthBass2-as3-augminor7_inv0,SynthBass2,as3,as,3,augminor7,7,0,60,8,train
SynthBass2-as3-augminor7_inv1,SynthBass2,as3,as,3,augminor7,7,1,60,2,train
SynthBass2-as3-augminor7_inv2,SynthBass2,as3,as,3,augminor7,7,2,60,17,valid
SynthBass2-as3-augminor7_inv3,SynthBass2,as3,as,3,augminor7,7,3,60,12,train
SynthBass2-b3-augminor7_inv0,SynthBass2,b3,b,3,augminor7,7,0,60,4,train
SynthBass2-b3-augminor7_inv1,SynthBass2,b3,b,3,augminor7,7,1,60,4,train
SynthBass2-b3-augminor7_inv2,SynthBass2,b3,b,3,augminor7,7,2,60,5,train
SynthBass2-b3-augminor7_inv3,SynthBass2,b3,b,3,augminor7,7,3,60,11,train
Violin-c4-major7_inv0,Violin,c4,c,4,major7,0,0,60,1,train
Violin-c4-major7_inv1,Violin,c4,c,4,major7,0,1,60,18,test
Violin-c3-major7_inv2,Violin,c3,c,3,major7,0,2,60,1,train
Violin-c3-major7_inv3,Violin,c3,c,3,major7,0,3,60,15,valid
Violin-cs4-major7_inv0,Violin,cs4,cs,4,major7,0,0,60,6,train
Violin-cs4-major7_inv1,Violin,cs4,cs,4,major7,0,1,60,9,train
Violin-cs3-major7_inv2,Violin,cs3,cs,3,major7,0,2,60,11,train
Violin-cs3-major7_inv3,Violin,cs3,cs,3,major7,0,3,60,16,valid
Violin-d4-major7_inv0,Violin,d4,d,4,major7,0,0,60,17,valid
Violin-d3-major7_inv1,Violin,d3,d,3,major7,0,1,60,4,train
Violin-d3-major7_inv2,Violin,d3,d,3,major7,0,2,60,14,train
Violin-d3-major7_inv3,Violin,d3,d,3,major7,0,3,60,17,valid
Violin-ds4-major7_inv0,Violin,ds4,ds,4,major7,0,0,60,13,train
Violin-ds3-major7_inv1,Violin,ds3,ds,3,major7,0,1,60,2,train
Violin-ds3-major7_inv2,Violin,ds3,ds,3,major7,0,2,60,5,train
Violin-ds3-major7_inv3,Violin,ds3,ds,3,major7,0,3,60,19,test
Violin-e4-major7_inv0,Violin,e4,e,4,major7,0,0,60,5,train
Violin-e3-major7_inv1,Violin,e3,e,3,major7,0,1,60,13,train
Violin-e3-major7_inv2,Violin,e3,e,3,major7,0,2,60,7,train
Violin-e3-major7_inv3,Violin,e3,e,3,major7,0,3,60,5,train
Violin-f4-major7_inv0,Violin,f4,f,4,major7,0,0,60,7,train
Violin-f3-major7_inv1,Violin,f3,f,3,major7,0,1,60,4,train
Violin-f3-major7_inv2,Violin,f3,f,3,major7,0,2,60,11,train
Violin-f3-major7_inv3,Violin,f3,f,3,major7,0,3,60,12,train
Violin-fs3-major7_inv0,Violin,fs3,fs,3,major7,0,0,60,2,train
Violin-fs3-major7_inv1,Violin,fs3,fs,3,major7,0,1,60,15,valid
Violin-fs3-major7_inv2,Violin,fs3,fs,3,major7,0,2,60,3,train
Violin-fs3-major7_inv3,Violin,fs3,fs,3,major7,0,3,60,15,valid
Violin-g3-major7_inv0,Violin,g3,g,3,major7,0,0,60,4,train
Violin-g3-major7_inv1,Violin,g3,g,3,major7,0,1,60,1,train
Violin-g3-major7_inv2,Violin,g3,g,3,major7,0,2,60,2,train
