chord_type,path,sampling_rate,inversion,root_note_pitch_class,root_note_name,midi_program_num,midi_program_name,root_note_is_accidental,midi_category,name,fold,set_type
major,F_major_6_30_Distortion_Guitar.wav,44100,6,5,F,30,Distortion Guitar,0,Guitar Timbres,F_major_6_30_Distortion_Guitar,8,train
major,F_major_6_32_Acoustic_Bass.wav,44100,6,5,F,32,Acoustic Bass,0,Bass Timbres,F_major_6_32_Acoustic_Bass,13,train
major,F_major_6_33_Fingered_Electric_Bass.wav,44100,6,5,F,33,Fingered Electric Bass,0,Bass Timbres,F_major_6_33_Fingered_Electric_Bass,2,train
major,F_major_6_34_Plucked_Electric_Bass.wav,44100,6,5,F,34,Plucked Electric Bass,0,Bass Timbres,F_major_6_34_Plucked_Electric_Bass,15,valid
major,F_major_6_35_Fretless_Bass.wav,44100,6,5,F,35,Fretless Bass,0,Bass Timbres,F_major_6_35_Fretless_Bass,19,test
major,F_major_6_36_Slap_Bass_1.wav,44100,6,5,F,36,Slap Bass 1,0,Bass Timbres,F_major_6_36_Slap_Bass_1,16,valid
major,F_major_6_37_Slap_Bass_2.wav,44100,6,5,F,37,Slap Bass 2,0,Bass Timbres,F_major_6_37_Slap_Bass_2,5,train
major,F_major_6_38_Synth_Bass_1.wav,44100,6,5,F,38,Synth Bass 1,0,Bass Timbres,F_major_6_38_Synth_Bass_1,17,valid
major,F_major_6_39_Synth_Bass_2.wav,44100,6,5,F,39,Synth Bass 2,0,Bass Timbres,F_major_6_39_Synth_Bass_2,4,train
major,F_major_6_40_Violin.wav,44100,6,5,F,40,Violin,0,String Timbres,F_major_6_40_Violin,12,train
major,F_major_6_41_Viola.wav,44100,6,5,F,41,Viola,0,String Timbres,F_major_6_41_Viola,14,train
major,F_major_6_42_Cello.wav,44100,6,5,F,42,Cello,0,String Timbres,F_major_6_42_Cello,6,train
major,F_major_6_43_Contrabass.wav,44100,6,5,F,43,Contrabass,0,String Timbres,F_major_6_43_Contrabass,15,valid
major,F_major_6_44_Tremolo_Strings.wav,44100,6,5,F,44,Tremolo Strings,0,String Timbres,F_major_6_44_Tremolo_Strings,15,valid
major,F_major_6_45_Pizzicato_Strings.wav,44100,6,5,F,45,Pizzicato Strings,0,String Timbres,F_major_6_45_Pizzicato_Strings,14,train
major,F_major_6_46_Orchestral_Harp.wav,44100,6,5,F,46,Orchestral Harp,0,String Timbres,F_major_6_46_Orchestral_Harp,1,train
major,F_major_6_48_String_Ensemble_1.wav,44100,6,5,F,48,String Ensemble 1,0,Ensemble Timbres,F_major_6_48_String_Ensemble_1,1,train
major,F_major_6_49_String_Ensemble_2.wav,44100,6,5,F,49,String Ensemble 2,0,Ensemble Timbres,F_major_6_49_String_Ensemble_2,10,train
major,F_major_6_50_Synth_Strings_1.wav,44100,6,5,F,50,Synth Strings 1,0,Ensemble Timbres,F_major_6_50_Synth_Strings_1,13,train
major,F_major_6_51_Synth_Strings_2.wav,44100,6,5,F,51,Synth Strings 2,0,Ensemble Timbres,F_major_6_51_Synth_Strings_2,8,train
major,"F_major_6_52_Choir_""Aah"".wav",44100,6,5,F,52,"Choir ""Aah""",0,Ensemble Timbres,"F_major_6_52_Choir_""Aah""",9,train
major,"F_major_6_53_Choir_""Ooh"".wav",44100,6,5,F,53,"Choir ""Ooh""",0,Ensemble Timbres,"F_major_6_53_Choir_""Ooh""",2,train
major,F_major_6_54_Synth_Voice.wav,44100,6,5,F,54,Synth Voice,0,Ensemble Timbres,F_major_6_54_Synth_Voice,9,train
major,F_major_6_56_Trumpet.wav,44100,6,5,F,56,Trumpet,0,Brass Timbres,F_major_6_56_Trumpet,8,train
major,F_major_6_57_Trombone.wav,44100,6,5,F,57,Trombone,0,Brass Timbres,F_major_6_57_Trombone,9,train
major,F_major_6_58_Tuba.wav,44100,6,5,F,58,Tuba,0,Brass Timbres,F_major_6_58_Tuba,6,train
major,F_major_6_59_Muted_Trumpet.wav,44100,6,5,F,59,Muted Trumpet,0,Brass Timbres,F_major_6_59_Muted_Trumpet,11,train
major,F_major_6_60_French_Horn.wav,44100,6,5,F,60,French Horn,0,Brass Timbres,F_major_6_60_French_Horn,17,valid
major,F_major_6_61_Brass_Section.wav,44100,6,5,F,61,Brass Section,0,Brass Timbres,F_major_6_61_Brass_Section,3,train
major,F_major_6_62_Synth_Brass_1.wav,44100,6,5,F,62,Synth Brass 1,0,Brass Timbres,F_major_6_62_Synth_Brass_1,18,test
major,F_major_6_63_Synth_Brass_2.wav,44100,6,5,F,63,Synth Brass 2,0,Brass Timbres,F_major_6_63_Synth_Brass_2,10,train
major,F_major_6_64_Soprano_Sax.wav,44100,6,5,F,64,Soprano Sax,0,Reed Timbres,F_major_6_64_Soprano_Sax,11,train
major,F_major_6_65_Alto_Sax.wav,44100,6,5,F,65,Alto Sax,0,Reed Timbres,F_major_6_65_Alto_Sax,18,test
major,F_major_6_66_Tenor_Sax.wav,44100,6,5,F,66,Tenor Sax,0,Reed Timbres,F_major_6_66_Tenor_Sax,18,test
major,F_major_6_67_Baritone_Sax.wav,44100,6,5,F,67,Baritone Sax,0,Reed Timbres,F_major_6_67_Baritone_Sax,15,valid
major,F_major_6_68_Oboe.wav,44100,6,5,F,68,Oboe,0,Reed Timbres,F_major_6_68_Oboe,11,train
major,F_major_6_69_English_Horn.wav,44100,6,5,F,69,English Horn,0,Reed Timbres,F_major_6_69_English_Horn,13,train
major,F_major_6_70_Bassoon.wav,44100,6,5,F,70,Bassoon,0,Reed Timbres,F_major_6_70_Bassoon,2,train
major,F_major_6_71_Clarinet.wav,44100,6,5,F,71,Clarinet,0,Reed Timbres,F_major_6_71_Clarinet,8,train
major,F_major_6_72_Piccolo.wav,44100,6,5,F,72,Piccolo,0,Pipe Timbres,F_major_6_72_Piccolo,9,train
major,F_major_6_73_Flute.wav,44100,6,5,F,73,Flute,0,Pipe Timbres,F_major_6_73_Flute,18,test
major,F_major_6_74_Recorder.wav,44100,6,5,F,74,Recorder,0,Pipe Timbres,F_major_6_74_Recorder,13,train
major,F_major_6_75_Pan_Flute.wav,44100,6,5,F,75,Pan Flute,0,Pipe Timbres,F_major_6_75_Pan_Flute,12,train
major,F_major_6_76_Bottle_Blow.wav,44100,6,5,F,76,Bottle Blow,0,Pipe Timbres,F_major_6_76_Bottle_Blow,10,train
major,F_major_6_79_Ocarina.wav,44100,6,5,F,79,Ocarina,0,Pipe Timbres,F_major_6_79_Ocarina,1,train
major,F_major_6_80_Square_Wave_Lead.wav,44100,6,5,F,80,Square Wave Lead,0,Synth Lead,F_major_6_80_Square_Wave_Lead,12,train
major,F_major_6_81_Sawtooth_Wave_Lead.wav,44100,6,5,F,81,Sawtooth Wave Lead,0,Synth Lead,F_major_6_81_Sawtooth_Wave_Lead,6,train
major,F_major_6_82_Calliope_Lead.wav,44100,6,5,F,82,Calliope Lead,0,Synth Lead,F_major_6_82_Calliope_Lead,1,train
major,F_major_6_83_Chiff_Lead.wav,44100,6,5,F,83,Chiff Lead,0,Synth Lead,F_major_6_83_Chiff_Lead,14,train
major,F_major_6_84_Charang_Lead.wav,44100,6,5,F,84,Charang Lead,0,Synth Lead,F_major_6_84_Charang_Lead,9,train
major,F_major_6_85_Voice_Lead.wav,44100,6,5,F,85,Voice Lead,0,Synth Lead,F_major_6_85_Voice_Lead,15,valid
major,F_major_6_87_Bass_Lead.wav,44100,6,5,F,87,Bass Lead,0,Synth Lead,F_major_6_87_Bass_Lead,19,test
major,F_major_6_88_New_Age_Pad.wav,44100,6,5,F,88,New Age Pad,0,Synth Pad,F_major_6_88_New_Age_Pad,16,valid
major,F_major_6_89_Warm_Pad.wav,44100,6,5,F,89,Warm Pad,0,Synth Pad,F_major_6_89_Warm_Pad,5,train
major,F_major_6_90_Polysynth_Pad.wav,44100,6,5,F,90,Polysynth Pad,0,Synth Pad,F_major_6_90_Polysynth_Pad,11,train
major,F_major_6_91_Choir_Pad.wav,44100,6,5,F,91,Choir Pad,0,Synth Pad,F_major_6_91_Choir_Pad,1,train
major,F_major_6_92_Bowed_Pad.wav,44100,6,5,F,92,Bowed Pad,0,Synth Pad,F_major_6_92_Bowed_Pad,7,train
major,F_major_6_93_Metallic_Pad.wav,44100,6,5,F,93,Metallic Pad,0,Synth Pad,F_major_6_93_Metallic_Pad,4,train
major,F_major_6_94_Halo_Pad.wav,44100,6,5,F,94,Halo Pad,0,Synth Pad,F_major_6_94_Halo_Pad,13,train
major,F_major_6_95_Sweep_Pad.wav,44100,6,5,F,95,Sweep Pad,0,Synth Pad,F_major_6_95_Sweep_Pad,16,valid
major,F_major_6_104_Sitar.wav,44100,6,5,F,104,Sitar,0,Ethnic Timbres,F_major_6_104_Sitar,20,test
major,F_major_6_105_Banjo.wav,44100,6,5,F,105,Banjo,0,Ethnic Timbres,F_major_6_105_Banjo,3,train
major,F_major_6_106_Shamisen.wav,44100,6,5,F,106,Shamisen,0,Ethnic Timbres,F_major_6_106_Shamisen,15,valid
major,F_major_6_107_Koto.wav,44100,6,5,F,107,Koto,0,Ethnic Timbres,F_major_6_107_Koto,14,train
major,F_major_6_108_Kalimba.wav,44100,6,5,F,108,Kalimba,0,Ethnic Timbres,F_major_6_108_Kalimba,1,train
major,F_major_6_109_Bagpipe.wav,44100,6,5,F,109,Bagpipe,0,Ethnic Timbres,F_major_6_109_Bagpipe,10,train
major,F_major_6_110_Fiddle.wav,44100,6,5,F,110,Fiddle,0,Ethnic Timbres,F_major_6_110_Fiddle,4,train
major,F_major_6_111_Shanai.wav,44100,6,5,F,111,Shanai,0,Ethnic Timbres,F_major_6_111_Shanai,12,train
major,F_major_64_0_Acoustic_Grand_Piano.wav,44100,64,5,F,0,Acoustic Grand Piano,0,Piano Timbres,F_major_64_0_Acoustic_Grand_Piano,5,train
major,F_major_64_1_Bright_Acoustic_Piano.wav,44100,64,5,F,1,Bright Acoustic Piano,0,Piano Timbres,F_major_64_1_Bright_Acoustic_Piano,13,train
major,F_major_64_2_Electric_Grand_Piano.wav,44100,64,5,F,2,Electric Grand Piano,0,Piano Timbres,F_major_64_2_Electric_Grand_Piano,2,train
major,F_major_64_3_Honky-tonk_Piano.wav,44100,64,5,F,3,Honky-tonk Piano,0,Piano Timbres,F_major_64_3_Honky-tonk_Piano,16,valid
major,F_major_64_4_Rhodes_Piano.wav,44100,64,5,F,4,Rhodes Piano,0,Piano Timbres,F_major_64_4_Rhodes_Piano,5,train
major,F_major_64_5_Chorused_Piano.wav,44100,64,5,F,5,Chorused Piano,0,Piano Timbres,F_major_64_5_Chorused_Piano,1,train
major,F_major_64_6_Harpsichord.wav,44100,64,5,F,6,Harpsichord,0,Piano Timbres,F_major_64_6_Harpsichord,4,train
major,F_major_64_7_Clavinet.wav,44100,64,5,F,7,Clavinet,0,Piano Timbres,F_major_64_7_Clavinet,17,valid
major,F_major_64_10_Music_Box.wav,44100,64,5,F,10,Music Box,0,Chromatic Percussion,F_major_64_10_Music_Box,13,train
major,F_major_64_11_Vibraphone.wav,44100,64,5,F,11,Vibraphone,0,Chromatic Percussion,F_major_64_11_Vibraphone,13,train
major,F_major_64_12_Marimba.wav,44100,64,5,F,12,Marimba,0,Chromatic Percussion,F_major_64_12_Marimba,3,train
major,F_major_64_13_Xylophone.wav,44100,64,5,F,13,Xylophone,0,Chromatic Percussion,F_major_64_13_Xylophone,8,train
major,F_major_64_15_Dulcimer.wav,44100,64,5,F,15,Dulcimer,0,Chromatic Percussion,F_major_64_15_Dulcimer,19,test
major,F_major_64_16_Hammond_Organ.wav,44100,64,5,F,16,Hammond Organ,0,Organ Timbres,F_major_64_16_Hammond_Organ,12,train
major,F_major_64_17_Percussive_Organ.wav,44100,64,5,F,17,Percussive Organ,0,Organ Timbres,F_major_64_17_Percussive_Organ,8,train
major,F_major_64_18_Rock_Organ.wav,44100,64,5,F,18,Rock Organ,0,Organ Timbres,F_major_64_18_Rock_Organ,19,test
major,F_major_64_19_Church_Organ.wav,44100,64,5,F,19,Church Organ,0,Organ Timbres,F_major_64_19_Church_Organ,16,valid
major,F_major_64_20_Reed_Organ.wav,44100,64,5,F,20,Reed Organ,0,Organ Timbres,F_major_64_20_Reed_Organ,11,train
major,F_major_64_24_Acoustic_Nylon_Guitar.wav,44100,64,5,F,24,Acoustic Nylon Guitar,0,Guitar Timbres,F_major_64_24_Acoustic_Nylon_Guitar,18,test
major,F_major_64_25_Acoustic_Steel_Guitar.wav,44100,64,5,F,25,Acoustic Steel Guitar,0,Guitar Timbres,F_major_64_25_Acoustic_Steel_Guitar,17,valid
major,F_major_64_26_Electric_Jazz_Guitar.wav,44100,64,5,F,26,Electric Jazz Guitar,0,Guitar Timbres,F_major_64_26_Electric_Jazz_Guitar,16,valid
major,F_major_64_27_Electric_Clean_Guitar.wav,44100,64,5,F,27,Electric Clean Guitar,0,Guitar Timbres,F_major_64_27_Electric_Clean_Guitar,14,train
major,F_major_64_28_Electric_Muted_Guitar.wav,44100,64,5,F,28,Electric Muted Guitar,0,Guitar Timbres,F_major_64_28_Electric_Muted_Guitar,9,train
major,F_major_64_29_Overdriven_Guitar.wav,44100,64,5,F,29,Overdriven Guitar,0,Guitar Timbres,F_major_64_29_Overdriven_Guitar,12,train
major,F_major_64_30_Distortion_Guitar.wav,44100,64,5,F,30,Distortion Guitar,0,Guitar Timbres,F_major_64_30_Distortion_Guitar,2,train
major,F_major_64_32_Acoustic_Bass.wav,44100,64,5,F,32,Acoustic Bass,0,Bass Timbres,F_major_64_32_Acoustic_Bass,17,valid
major,F_major_64_33_Fingered_Electric_Bass.wav,44100,64,5,F,33,Fingered Electric Bass,0,Bass Timbres,F_major_64_33_Fingered_Electric_Bass,6,train
major,F_major_64_34_Plucked_Electric_Bass.wav,44100,64,5,F,34,Plucked Electric Bass,0,Bass Timbres,F_major_64_34_Plucked_Electric_Bass,4,train
major,F_major_64_35_Fretless_Bass.wav,44100,64,5,F,35,Fretless Bass,0,Bass Timbres,F_major_64_35_Fretless_Bass,6,train
major,F_major_64_36_Slap_Bass_1.wav,44100,64,5,F,36,Slap Bass 1,0,Bass Timbres,F_major_64_36_Slap_Bass_1,2,train
major,F_major_64_37_Slap_Bass_2.wav,44100,64,5,F,37,Slap Bass 2,0,Bass Timbres,F_major_64_37_Slap_Bass_2,19,test
major,F_major_64_38_Synth_Bass_1.wav,44100,64,5,F,38,Synth Bass 1,0,Bass Timbres,F_major_64_38_Synth_Bass_1,10,train
major,F_major_64_39_Synth_Bass_2.wav,44100,64,5,F,39,Synth Bass 2,0,Bass Timbres,F_major_64_39_Synth_Bass_2,6,train
major,F_major_64_40_Violin.wav,44100,64,5,F,40,Violin,0,String Timbres,F_major_64_40_Violin,12,train
major,F_major_64_41_Viola.wav,44100,64,5,F,41,Viola,0,String Timbres,F_major_64_41_Viola,3,train
major,F_major_64_42_Cello.wav,44100,64,5,F,42,Cello,0,String Timbres,F_major_64_42_Cello,6,train
major,F_major_64_43_Contrabass.wav,44100,64,5,F,43,Contrabass,0,String Timbres,F_major_64_43_Contrabass,19,test
major,F_major_64_44_Tremolo_Strings.wav,44100,64,5,F,44,Tremolo Strings,0,String Timbres,F_major_64_44_Tremolo_Strings,8,train
major,F_major_64_45_Pizzicato_Strings.wav,44100,64,5,F,45,Pizzicato Strings,0,String Timbres,F_major_64_45_Pizzicato_Strings,8,train
major,F_major_64_46_Orchestral_Harp.wav,44100,64,5,F,46,Orchestral Harp,0,String Timbres,F_major_64_46_Orchestral_Harp,17,valid
major,F_major_64_48_String_Ensemble_1.wav,44100,64,5,F,48,String Ensemble 1,0,Ensemble Timbres,F_major_64_48_String_Ensemble_1,1,train
major,F_major_64_49_String_Ensemble_2.wav,44100,64,5,F,49,String Ensemble 2,0,Ensemble Timbres,F_major_64_49_String_Ensemble_2,2,train
major,F_major_64_50_Synth_Strings_1.wav,44100,64,5,F,50,Synth Strings 1,0,Ensemble Timbres,F_major_64_50_Synth_Strings_1,19,test
major,F_major_64_51_Synth_Strings_2.wav,44100,64,5,F,51,Synth Strings 2,0,Ensemble Timbres,F_major_64_51_Synth_Strings_2,18,test
major,"F_major_64_52_Choir_""Aah"".wav",44100,64,5,F,52,"Choir ""Aah""",0,Ensemble Timbres,"F_major_64_52_Choir_""Aah""",5,train
major,"F_major_64_53_Choir_""Ooh"".wav",44100,64,5,F,53,"Choir ""Ooh""",0,Ensemble Timbres,"F_major_64_53_Choir_""Ooh""",6,train
major,F_major_64_54_Synth_Voice.wav,44100,64,5,F,54,Synth Voice,0,Ensemble Timbres,F_major_64_54_Synth_Voice,12,train
major,F_major_64_56_Trumpet.wav,44100,64,5,F,56,Trumpet,0,Brass Timbres,F_major_64_56_Trumpet,6,train
major,F_major_64_57_Trombone.wav,44100,64,5,F,57,Trombone,0,Brass Timbres,F_major_64_57_Trombone,15,valid
major,F_major_64_58_Tuba.wav,44100,64,5,F,58,Tuba,0,Brass Timbres,F_major_64_58_Tuba,8,train
major,F_major_64_59_Muted_Trumpet.wav,44100,64,5,F,59,Muted Trumpet,0,Brass Timbres,F_major_64_59_Muted_Trumpet,13,train
major,F_major_64_60_French_Horn.wav,44100,64,5,F,60,French Horn,0,Brass Timbres,F_major_64_60_French_Horn,14,train
major,F_major_64_61_Brass_Section.wav,44100,64,5,F,61,Brass Section,0,Brass Timbres,F_major_64_61_Brass_Section,8,train
major,F_major_64_62_Synth_Brass_1.wav,44100,64,5,F,62,Synth Brass 1,0,Brass Timbres,F_major_64_62_Synth_Brass_1,12,train
major,F_major_64_63_Synth_Brass_2.wav,44100,64,5,F,63,Synth Brass 2,0,Brass Timbres,F_major_64_63_Synth_Brass_2,7,train
major,F_major_64_64_Soprano_Sax.wav,44100,64,5,F,64,Soprano Sax,0,Reed Timbres,F_major_64_64_Soprano_Sax,15,valid
major,F_major_64_65_Alto_Sax.wav,44100,64,5,F,65,Alto Sax,0,Reed Timbres,F_major_64_65_Alto_Sax,6,train
major,F_major_64_66_Tenor_Sax.wav,44100,64,5,F,66,Tenor Sax,0,Reed Timbres,F_major_64_66_Tenor_Sax,15,valid
major,F_major_64_67_Baritone_Sax.wav,44100,64,5,F,67,Baritone Sax,0,Reed Timbres,F_major_64_67_Baritone_Sax,20,test
major,F_major_64_68_Oboe.wav,44100,64,5,F,68,Oboe,0,Reed Timbres,F_major_64_68_Oboe,19,test
major,F_major_64_69_English_Horn.wav,44100,64,5,F,69,English Horn,0,Reed Timbres,F_major_64_69_English_Horn,12,train
major,F_major_64_70_Bassoon.wav,44100,64,5,F,70,Bassoon,0,Reed Timbres,F_major_64_70_Bassoon,15,valid
major,F_major_64_71_Clarinet.wav,44100,64,5,F,71,Clarinet,0,Reed Timbres,F_major_64_71_Clarinet,4,train
major,F_major_64_72_Piccolo.wav,44100,64,5,F,72,Piccolo,0,Pipe Timbres,F_major_64_72_Piccolo,5,train
major,F_major_64_73_Flute.wav,44100,64,5,F,73,Flute,0,Pipe Timbres,F_major_64_73_Flute,12,train
major,F_major_64_74_Recorder.wav,44100,64,5,F,74,Recorder,0,Pipe Timbres,F_major_64_74_Recorder,17,valid
major,F_major_64_75_Pan_Flute.wav,44100,64,5,F,75,Pan Flute,0,Pipe Timbres,F_major_64_75_Pan_Flute,8,train
major,F_major_64_76_Bottle_Blow.wav,44100,64,5,F,76,Bottle Blow,0,Pipe Timbres,F_major_64_76_Bottle_Blow,7,train
major,F_major_64_79_Ocarina.wav,44100,64,5,F,79,Ocarina,0,Pipe Timbres,F_major_64_79_Ocarina,8,train
major,F_major_64_80_Square_Wave_Lead.wav,44100,64,5,F,80,Square Wave Lead,0,Synth Lead,F_major_64_80_Square_Wave_Lead,16,valid
major,F_major_64_81_Sawtooth_Wave_Lead.wav,44100,64,5,F,81,Sawtooth Wave Lead,0,Synth Lead,F_major_64_81_Sawtooth_Wave_Lead,13,train
major,F_major_64_82_Calliope_Lead.wav,44100,64,5,F,82,Calliope Lead,0,Synth Lead,F_major_64_82_Calliope_Lead,9,train
major,F_major_64_83_Chiff_Lead.wav,44100,64,5,F,83,Chiff Lead,0,Synth Lead,F_major_64_83_Chiff_Lead,4,train
major,F_major_64_84_Charang_Lead.wav,44100,64,5,F,84,Charang Lead,0,Synth Lead,F_major_64_84_Charang_Lead,7,train
major,F_major_64_85_Voice_Lead.wav,44100,64,5,F,85,Voice Lead,0,Synth Lead,F_major_64_85_Voice_Lead,5,train
major,F_major_64_87_Bass_Lead.wav,44100,64,5,F,87,Bass Lead,0,Synth Lead,F_major_64_87_Bass_Lead,20,test
major,F_major_64_88_New_Age_Pad.wav,44100,64,5,F,88,New Age Pad,0,Synth Pad,F_major_64_88_New_Age_Pad,17,valid
major,F_major_64_89_Warm_Pad.wav,44100,64,5,F,89,Warm Pad,0,Synth Pad,F_major_64_89_Warm_Pad,16,valid
major,F_major_64_90_Polysynth_Pad.wav,44100,64,5,F,90,Polysynth Pad,0,Synth Pad,F_major_64_90_Polysynth_Pad,19,test
major,F_major_64_91_Choir_Pad.wav,44100,64,5,F,91,Choir Pad,0,Synth Pad,F_major_64_91_Choir_Pad,12,train
major,F_major_64_92_Bowed_Pad.wav,44100,64,5,F,92,Bowed Pad,0,Synth Pad,F_major_64_92_Bowed_Pad,13,train
major,F_major_64_93_Metallic_Pad.wav,44100,64,5,F,93,Metallic Pad,0,Synth Pad,F_major_64_93_Metallic_Pad,7,train
major,F_major_64_94_Halo_Pad.wav,44100,64,5,F,94,Halo Pad,0,Synth Pad,F_major_64_94_Halo_Pad,10,train
major,F_major_64_95_Sweep_Pad.wav,44100,64,5,F,95,Sweep Pad,0,Synth Pad,F_major_64_95_Sweep_Pad,7,train
major,F_major_64_104_Sitar.wav,44100,64,5,F,104,Sitar,0,Ethnic Timbres,F_major_64_104_Sitar,10,train
major,F_major_64_105_Banjo.wav,44100,64,5,F,105,Banjo,0,Ethnic Timbres,F_major_64_105_Banjo,19,test
major,F_major_64_106_Shamisen.wav,44100,64,5,F,106,Shamisen,0,Ethnic Timbres,F_major_64_106_Shamisen,10,train
major,F_major_64_107_Koto.wav,44100,64,5,F,107,Koto,0,Ethnic Timbres,F_major_64_107_Koto,5,train
major,F_major_64_108_Kalimba.wav,44100,64,5,F,108,Kalimba,0,Ethnic Timbres,F_major_64_108_Kalimba,7,train
major,F_major_64_109_Bagpipe.wav,44100,64,5,F,109,Bagpipe,0,Ethnic Timbres,F_major_64_109_Bagpipe,11,train
major,F_major_64_110_Fiddle.wav,44100,64,5,F,110,Fiddle,0,Ethnic Timbres,F_major_64_110_Fiddle,5,train
major,F_major_64_111_Shanai.wav,44100,64,5,F,111,Shanai,0,Ethnic Timbres,F_major_64_111_Shanai,16,valid
minor,F_minor_5_0_Acoustic_Grand_Piano.wav,44100,5,5,F,0,Acoustic Grand Piano,0,Piano Timbres,F_minor_5_0_Acoustic_Grand_Piano,17,valid
minor,F_minor_5_1_Bright_Acoustic_Piano.wav,44100,5,5,F,1,Bright Acoustic Piano,0,Piano Timbres,F_minor_5_1_Bright_Acoustic_Piano,1,train
minor,F_minor_5_2_Electric_Grand_Piano.wav,44100,5,5,F,2,Electric Grand Piano,0,Piano Timbres,F_minor_5_2_Electric_Grand_Piano,5,train
minor,F_minor_5_3_Honky-tonk_Piano.wav,44100,5,5,F,3,Honky-tonk Piano,0,Piano Timbres,F_minor_5_3_Honky-tonk_Piano,9,train
minor,F_minor_5_4_Rhodes_Piano.wav,44100,5,5,F,4,Rhodes Piano,0,Piano Timbres,F_minor_5_4_Rhodes_Piano,9,train
minor,F_minor_5_5_Chorused_Piano.wav,44100,5,5,F,5,Chorused Piano,0,Piano Timbres,F_minor_5_5_Chorused_Piano,17,valid
minor,F_minor_5_6_Harpsichord.wav,44100,5,5,F,6,Harpsichord,0,Piano Timbres,F_minor_5_6_Harpsichord,17,valid
minor,F_minor_5_7_Clavinet.wav,44100,5,5,F,7,Clavinet,0,Piano Timbres,F_minor_5_7_Clavinet,4,train
minor,F_minor_5_10_Music_Box.wav,44100,5,5,F,10,Music Box,0,Chromatic Percussion,F_minor_5_10_Music_Box,19,test
minor,F_minor_5_11_Vibraphone.wav,44100,5,5,F,11,Vibraphone,0,Chromatic Percussion,F_minor_5_11_Vibraphone,14,train
minor,F_minor_5_12_Marimba.wav,44100,5,5,F,12,Marimba,0,Chromatic Percussion,F_minor_5_12_Marimba,20,test
minor,F_minor_5_13_Xylophone.wav,44100,5,5,F,13,Xylophone,0,Chromatic Percussion,F_minor_5_13_Xylophone,17,valid
minor,F_minor_5_15_Dulcimer.wav,44100,5,5,F,15,Dulcimer,0,Chromatic Percussion,F_minor_5_15_Dulcimer,19,test
minor,F_minor_5_16_Hammond_Organ.wav,44100,5,5,F,16,Hammond Organ,0,Organ Timbres,F_minor_5_16_Hammond_Organ,11,train
minor,F_minor_5_17_Percussive_Organ.wav,44100,5,5,F,17,Percussive Organ,0,Organ Timbres,F_minor_5_17_Percussive_Organ,10,train
minor,F_minor_5_18_Rock_Organ.wav,44100,5,5,F,18,Rock Organ,0,Organ Timbres,F_minor_5_18_Rock_Organ,9,train
minor,F_minor_5_19_Church_Organ.wav,44100,5,5,F,19,Church Organ,0,Organ Timbres,F_minor_5_19_Church_Organ,1,train
minor,F_minor_5_20_Reed_Organ.wav,44100,5,5,F,20,Reed Organ,0,Organ Timbres,F_minor_5_20_Reed_Organ,2,train
minor,F_minor_5_24_Acoustic_Nylon_Guitar.wav,44100,5,5,F,24,Acoustic Nylon Guitar,0,Guitar Timbres,F_minor_5_24_Acoustic_Nylon_Guitar,2,train
minor,F_minor_5_25_Acoustic_Steel_Guitar.wav,44100,5,5,F,25,Acoustic Steel Guitar,0,Guitar Timbres,F_minor_5_25_Acoustic_Steel_Guitar,12,train
minor,F_minor_5_26_Electric_Jazz_Guitar.wav,44100,5,5,F,26,Electric Jazz Guitar,0,Guitar Timbres,F_minor_5_26_Electric_Jazz_Guitar,15,valid
minor,F_minor_5_27_Electric_Clean_Guitar.wav,44100,5,5,F,27,Electric Clean Guitar,0,Guitar Timbres,F_minor_5_27_Electric_Clean_Guitar,6,train
minor,F_minor_5_28_Electric_Muted_Guitar.wav,44100,5,5,F,28,Electric Muted Guitar,0,Guitar Timbres,F_minor_5_28_Electric_Muted_Guitar,9,train
minor,F_minor_5_29_Overdriven_Guitar.wav,44100,5,5,F,29,Overdriven Guitar,0,Guitar Timbres,F_minor_5_29_Overdriven_Guitar,1,train
minor,F_minor_5_30_Distortion_Guitar.wav,44100,5,5,F,30,Distortion Guitar,0,Guitar Timbres,F_minor_5_30_Distortion_Guitar,8,train
minor,F_minor_5_32_Acoustic_Bass.wav,44100,5,5,F,32,Acoustic Bass,0,Bass Timbres,F_minor_5_32_Acoustic_Bass,14,train
minor,F_minor_5_33_Fingered_Electric_Bass.wav,44100,5,5,F,33,Fingered Electric Bass,0,Bass Timbres,F_minor_5_33_Fingered_Electric_Bass,13,train
minor,F_minor_5_34_Plucked_Electric_Bass.wav,44100,5,5,F,34,Plucked Electric Bass,0,Bass Timbres,F_minor_5_34_Plucked_Electric_Bass,18,test
minor,F_minor_5_35_Fretless_Bass.wav,44100,5,5,F,35,Fretless Bass,0,Bass Timbres,F_minor_5_35_Fretless_Bass,6,train
minor,F_minor_5_36_Slap_Bass_1.wav,44100,5,5,F,36,Slap Bass 1,0,Bass Timbres,F_minor_5_36_Slap_Bass_1,11,train
minor,F_minor_5_37_Slap_Bass_2.wav,44100,5,5,F,37,Slap Bass 2,0,Bass Timbres,F_minor_5_37_Slap_Bass_2,12,train
minor,F_minor_5_38_Synth_Bass_1.wav,44100,5,5,F,38,Synth Bass 1,0,Bass Timbres,F_minor_5_38_Synth_Bass_1,11,train
minor,F_minor_5_39_Synth_Bass_2.wav,44100,5,5,F,39,Synth Bass 2,0,Bass Timbres,F_minor_5_39_Synth_Bass_2,7,train
