name,dyn1,dyn2,dyn_pair,inst,inflection_point,dyn_category,dyn_subcategory,rvb_lvl,rvb_val,offset_lvl,offset_ms,beats_per_bar,num_bars,beat_subdiv,bpm,num_beats,fold,set_type
cresc_mp-mf_Agogo_beat4-4_rvb2_off431,mp,mf,mp-mf,Agogo,0,cresc,cresc,2,127,2,431,4,1,4,60,4,17,valid
cresc_mp-mf_Woodblock_beat4-4_rvb2_off431,mp,mf,mp-mf,Woodblock,0,cresc,cresc,2,127,2,431,4,1,4,60,4,12,train
cresc_mp-mf_TaikoDrum_beat4-4_rvb2_off431,mp,mf,mp-mf,TaikoDrum,0,cresc,cresc,2,127,2,431,4,1,4,60,4,4,train
cresc_mp-mf_MelodicTom_beat4-4_rvb2_off431,mp,mf,mp-mf,MelodicTom,0,cresc,cresc,2,127,2,431,4,1,4,60,4,15,valid
cresc_mp-mf_DSnareDrum1_beat4-4_rvb2_off431,mp,mf,mp-mf,DSnareDrum1,0,cresc,cresc,2,127,2,431,4,1,4,60,4,19,test
cresc_mp-f_Agogo_beat4-4_rvb2_off431,mp,f,mp-f,Agogo,0,cresc,cresc,2,127,2,431,4,1,4,60,4,3,train
cresc_mp-f_Woodblock_beat4-4_rvb2_off431,mp,f,mp-f,Woodblock,0,cresc,cresc,2,127,2,431,4,1,4,60,4,1,train
cresc_mp-f_TaikoDrum_beat4-4_rvb2_off431,mp,f,mp-f,TaikoDrum,0,cresc,cresc,2,127,2,431,4,1,4,60,4,8,train
cresc_mp-f_MelodicTom_beat4-4_rvb2_off431,mp,f,mp-f,MelodicTom,0,cresc,cresc,2,127,2,431,4,1,4,60,4,20,test
cresc_mp-f_DSnareDrum1_beat4-4_rvb2_off431,mp,f,mp-f,DSnareDrum1,0,cresc,cresc,2,127,2,431,4,1,4,60,4,11,train
cresc_mp-ff_Agogo_beat4-4_rvb2_off431,mp,ff,mp-ff,Agogo,0,cresc,cresc,2,127,2,431,4,1,4,60,4,15,valid
cresc_mp-ff_Woodblock_beat4-4_rvb2_off431,mp,ff,mp-ff,Woodblock,0,cresc,cresc,2,127,2,431,4,1,4,60,4,18,test
cresc_mp-ff_TaikoDrum_beat4-4_rvb2_off431,mp,ff,mp-ff,TaikoDrum,0,cresc,cresc,2,127,2,431,4,1,4,60,4,5,train
cresc_mp-ff_MelodicTom_beat4-4_rvb2_off431,mp,ff,mp-ff,MelodicTom,0,cresc,cresc,2,127,2,431,4,1,4,60,4,6,train
cresc_mp-ff_DSnareDrum1_beat4-4_rvb2_off431,mp,ff,mp-ff,DSnareDrum1,0,cresc,cresc,2,127,2,431,4,1,4,60,4,16,valid
decresc_pp-mf_Agogo_beat4-4_rvb0_off431,pp,mf,pp-mf,Agogo,0,decresc,decresc,0,0,2,431,4,1,4,60,4,5,train
decresc_pp-mf_Woodblock_beat4-4_rvb0_off431,pp,mf,pp-mf,Woodblock,0,decresc,decresc,0,0,2,431,4,1,4,60,4,17,valid
decresc_pp-mf_TaikoDrum_beat4-4_rvb0_off431,pp,mf,pp-mf,TaikoDrum,0,decresc,decresc,0,0,2,431,4,1,4,60,4,17,valid
decresc_pp-mf_MelodicTom_beat4-4_rvb0_off431,pp,mf,pp-mf,MelodicTom,0,decresc,decresc,0,0,2,431,4,1,4,60,4,20,test
decresc_pp-mf_DSnareDrum1_beat4-4_rvb0_off431,pp,mf,pp-mf,DSnareDrum1,0,decresc,decresc,0,0,2,431,4,1,4,60,4,19,test
decresc_pp-f_Agogo_beat4-4_rvb0_off431,pp,f,pp-f,Agogo,0,decresc,decresc,0,0,2,431,4,1,4,60,4,10,train
decresc_pp-f_Woodblock_beat4-4_rvb0_off431,pp,f,pp-f,Woodblock,0,decresc,decresc,0,0,2,431,4,1,4,60,4,7,train
decresc_pp-f_TaikoDrum_beat4-4_rvb0_off431,pp,f,pp-f,TaikoDrum,0,decresc,decresc,0,0,2,431,4,1,4,60,4,19,test
decresc_pp-f_MelodicTom_beat4-4_rvb0_off431,pp,f,pp-f,MelodicTom,0,decresc,decresc,0,0,2,431,4,1,4,60,4,5,train
decresc_pp-f_DSnareDrum1_beat4-4_rvb0_off431,pp,f,pp-f,DSnareDrum1,0,decresc,decresc,0,0,2,431,4,1,4,60,4,16,valid
decresc_pp-ff_Agogo_beat4-4_rvb0_off431,pp,ff,pp-ff,Agogo,0,decresc,decresc,0,0,2,431,4,1,4,60,4,20,test
decresc_pp-ff_Woodblock_beat4-4_rvb0_off431,pp,ff,pp-ff,Woodblock,0,decresc,decresc,0,0,2,431,4,1,4,60,4,19,test
decresc_pp-ff_TaikoDrum_beat4-4_rvb0_off431,pp,ff,pp-ff,TaikoDrum,0,decresc,decresc,0,0,2,431,4,1,4,60,4,1,train
decresc_pp-ff_MelodicTom_beat4-4_rvb0_off431,pp,ff,pp-ff,MelodicTom,0,decresc,decresc,0,0,2,431,4,1,4,60,4,11,train
decresc_pp-ff_DSnareDrum1_beat4-4_rvb0_off431,pp,ff,pp-ff,DSnareDrum1,0,decresc,decresc,0,0,2,431,4,1,4,60,4,14,train
decresc_p-mf_Agogo_beat4-4_rvb0_off431,p,mf,p-mf,Agogo,0,decresc,decresc,0,0,2,431,4,1,4,60,4,11,train
decresc_p-mf_Woodblock_beat4-4_rvb0_off431,p,mf,p-mf,Woodblock,0,decresc,decresc,0,0,2,431,4,1,4,60,4,18,test
decresc_p-mf_TaikoDrum_beat4-4_rvb0_off431,p,mf,p-mf,TaikoDrum,0,decresc,decresc,0,0,2,431,4,1,4,60,4,1,train
decresc_p-mf_MelodicTom_beat4-4_rvb0_off431,p,mf,p-mf,MelodicTom,0,decresc,decresc,0,0,2,431,4,1,4,60,4,10,train
decresc_p-mf_DSnareDrum1_beat4-4_rvb0_off431,p,mf,p-mf,DSnareDrum1,0,decresc,decresc,0,0,2,431,4,1,4,60,4,17,valid
decresc_p-f_Agogo_beat4-4_rvb0_off431,p,f,p-f,Agogo,0,decresc,decresc,0,0,2,431,4,1,4,60,4,2,train
decresc_p-f_Woodblock_beat4-4_rvb0_off431,p,f,p-f,Woodblock,0,decresc,decresc,0,0,2,431,4,1,4,60,4,10,train
decresc_p-f_TaikoDrum_beat4-4_rvb0_off431,p,f,p-f,TaikoDrum,0,decresc,decresc,0,0,2,431,4,1,4,60,4,13,train
decresc_p-f_MelodicTom_beat4-4_rvb0_off431,p,f,p-f,MelodicTom,0,decresc,decresc,0,0,2,431,4,1,4,60,4,9,train
decresc_p-f_DSnareDrum1_beat4-4_rvb0_off431,p,f,p-f,DSnareDrum1,0,decresc,decresc,0,0,2,431,4,1,4,60,4,14,train
decresc_p-ff_Agogo_beat4-4_rvb0_off431,p,ff,p-ff,Agogo,0,decresc,decresc,0,0,2,431,4,1,4,60,4,4,train
decresc_p-ff_Woodblock_beat4-4_rvb0_off431,p,ff,p-ff,Woodblock,0,decresc,decresc,0,0,2,431,4,1,4,60,4,4,train
decresc_p-ff_TaikoDrum_beat4-4_rvb0_off431,p,ff,p-ff,TaikoDrum,0,decresc,decresc,0,0,2,431,4,1,4,60,4,7,train
decresc_p-ff_MelodicTom_beat4-4_rvb0_off431,p,ff,p-ff,MelodicTom,0,decresc,decresc,0,0,2,431,4,1,4,60,4,13,train
decresc_p-ff_DSnareDrum1_beat4-4_rvb0_off431,p,ff,p-ff,DSnareDrum1,0,decresc,decresc,0,0,2,431,4,1,4,60,4,11,train
decresc_mp-mf_Agogo_beat4-4_rvb0_off431,mp,mf,mp-mf,Agogo,0,decresc,decresc,0,0,2,431,4,1,4,60,4,19,test
decresc_mp-mf_Woodblock_beat4-4_rvb0_off431,mp,mf,mp-mf,Woodblock,0,decresc,decresc,0,0,2,431,4,1,4,60,4,8,train
decresc_mp-mf_TaikoDrum_beat4-4_rvb0_off431,mp,mf,mp-mf,TaikoDrum,0,decresc,decresc,0,0,2,431,4,1,4,60,4,16,valid
decresc_mp-mf_MelodicTom_beat4-4_rvb0_off431,mp,mf,mp-mf,MelodicTom,0,decresc,decresc,0,0,2,431,4,1,4,60,4,20,test
decresc_mp-mf_DSnareDrum1_beat4-4_rvb0_off431,mp,mf,mp-mf,DSnareDrum1,0,decresc,decresc,0,0,2,431,4,1,4,60,4,6,train
decresc_mp-f_Agogo_beat4-4_rvb0_off431,mp,f,mp-f,Agogo,0,decresc,decresc,0,0,2,431,4,1,4,60,4,12,train
decresc_mp-f_Woodblock_beat4-4_rvb0_off431,mp,f,mp-f,Woodblock,0,decresc,decresc,0,0,2,431,4,1,4,60,4,2,train
decresc_mp-f_TaikoDrum_beat4-4_rvb0_off431,mp,f,mp-f,TaikoDrum,0,decresc,decresc,0,0,2,431,4,1,4,60,4,15,valid
decresc_mp-f_MelodicTom_beat4-4_rvb0_off431,mp,f,mp-f,MelodicTom,0,decresc,decresc,0,0,2,431,4,1,4,60,4,7,train
decresc_mp-f_DSnareDrum1_beat4-4_rvb0_off431,mp,f,mp-f,DSnareDrum1,0,decresc,decresc,0,0,2,431,4,1,4,60,4,19,test
decresc_mp-ff_Agogo_beat4-4_rvb0_off431,mp,ff,mp-ff,Agogo,0,decresc,decresc,0,0,2,431,4,1,4,60,4,12,train
decresc_mp-ff_Woodblock_beat4-4_rvb0_off431,mp,ff,mp-ff,Woodblock,0,decresc,decresc,0,0,2,431,4,1,4,60,4,13,train
decresc_mp-ff_TaikoDrum_beat4-4_rvb0_off431,mp,ff,mp-ff,TaikoDrum,0,decresc,decresc,0,0,2,431,4,1,4,60,4,19,test
decresc_mp-ff_MelodicTom_beat4-4_rvb0_off431,mp,ff,mp-ff,MelodicTom,0,decresc,decresc,0,0,2,431,4,1,4,60,4,16,valid
decresc_mp-ff_DSnareDrum1_beat4-4_rvb0_off431,mp,ff,mp-ff,DSnareDrum1,0,decresc,decresc,0,0,2,431,4,1,4,60,4,12,train
decresc_pp-mf_Agogo_beat4-4_rvb1_off431,pp,mf,pp-mf,Agogo,0,decresc,decresc,1,63,2,431,4,1,4,60,4,5,train
decresc_pp-mf_Woodblock_beat4-4_rvb1_off431,pp,mf,pp-mf,Woodblock,0,decresc,decresc,1,63,2,431,4,1,4,60,4,13,train
decresc_pp-mf_TaikoDrum_beat4-4_rvb1_off431,pp,mf,pp-mf,TaikoDrum,0,decresc,decresc,1,63,2,431,4,1,4,60,4,10,train
decresc_pp-mf_MelodicTom_beat4-4_rvb1_off431,pp,mf,pp-mf,MelodicTom,0,decresc,decresc,1,63,2,431,4,1,4,60,4,5,train
decresc_pp-mf_DSnareDrum1_beat4-4_rvb1_off431,pp,mf,pp-mf,DSnareDrum1,0,decresc,decresc,1,63,2,431,4,1,4,60,4,15,valid
decresc_pp-f_Agogo_beat4-4_rvb1_off431,pp,f,pp-f,Agogo,0,decresc,decresc,1,63,2,431,4,1,4,60,4,18,test
decresc_pp-f_Woodblock_beat4-4_rvb1_off431,pp,f,pp-f,Woodblock,0,decresc,decresc,1,63,2,431,4,1,4,60,4,5,train
decresc_pp-f_TaikoDrum_beat4-4_rvb1_off431,pp,f,pp-f,TaikoDrum,0,decresc,decresc,1,63,2,431,4,1,4,60,4,1,train
decresc_pp-f_MelodicTom_beat4-4_rvb1_off431,pp,f,pp-f,MelodicTom,0,decresc,decresc,1,63,2,431,4,1,4,60,4,11,train
decresc_pp-f_DSnareDrum1_beat4-4_rvb1_off431,pp,f,pp-f,DSnareDrum1,0,decresc,decresc,1,63,2,431,4,1,4,60,4,2,train
decresc_pp-ff_Agogo_beat4-4_rvb1_off431,pp,ff,pp-ff,Agogo,0,decresc,decresc,1,63,2,431,4,1,4,60,4,11,train
decresc_pp-ff_Woodblock_beat4-4_rvb1_off431,pp,ff,pp-ff,Woodblock,0,decresc,decresc,1,63,2,431,4,1,4,60,4,10,train
decresc_pp-ff_TaikoDrum_beat4-4_rvb1_off431,pp,ff,pp-ff,TaikoDrum,0,decresc,decresc,1,63,2,431,4,1,4,60,4,8,train
decresc_pp-ff_MelodicTom_beat4-4_rvb1_off431,pp,ff,pp-ff,MelodicTom,0,decresc,decresc,1,63,2,431,4,1,4,60,4,13,train
decresc_pp-ff_DSnareDrum1_beat4-4_rvb1_off431,pp,ff,pp-ff,DSnareDrum1,0,decresc,decresc,1,63,2,431,4,1,4,60,4,13,train
decresc_p-mf_Agogo_beat4-4_rvb1_off431,p,mf,p-mf,Agogo,0,decresc,decresc,1,63,2,431,4,1,4,60,4,15,valid
decresc_p-mf_Woodblock_beat4-4_rvb1_off431,p,mf,p-mf,Woodblock,0,decresc,decresc,1,63,2,431,4,1,4,60,4,6,train
decresc_p-mf_TaikoDrum_beat4-4_rvb1_off431,p,mf,p-mf,TaikoDrum,0,decresc,decresc,1,63,2,431,4,1,4,60,4,3,train
decresc_p-mf_MelodicTom_beat4-4_rvb1_off431,p,mf,p-mf,MelodicTom,0,decresc,decresc,1,63,2,431,4,1,4,60,4,14,train
decresc_p-mf_DSnareDrum1_beat4-4_rvb1_off431,p,mf,p-mf,DSnareDrum1,0,decresc,decresc,1,63,2,431,4,1,4,60,4,18,test
decresc_p-f_Agogo_beat4-4_rvb1_off431,p,f,p-f,Agogo,0,decresc,decresc,1,63,2,431,4,1,4,60,4,6,train
decresc_p-f_Woodblock_beat4-4_rvb1_off431,p,f,p-f,Woodblock,0,decresc,decresc,1,63,2,431,4,1,4,60,4,14,train
decresc_p-f_TaikoDrum_beat4-4_rvb1_off431,p,f,p-f,TaikoDrum,0,decresc,decresc,1,63,2,431,4,1,4,60,4,20,test
decresc_p-f_MelodicTom_beat4-4_rvb1_off431,p,f,p-f,MelodicTom,0,decresc,decresc,1,63,2,431,4,1,4,60,4,17,valid
decresc_p-f_DSnareDrum1_beat4-4_rvb1_off431,p,f,p-f,DSnareDrum1,0,decresc,decresc,1,63,2,431,4,1,4,60,4,14,train
decresc_p-ff_Agogo_beat4-4_rvb1_off431,p,ff,p-ff,Agogo,0,decresc,decresc,1,63,2,431,4,1,4,60,4,5,train
decresc_p-ff_Woodblock_beat4-4_rvb1_off431,p,ff,p-ff,Woodblock,0,decresc,decresc,1,63,2,431,4,1,4,60,4,20,test
decresc_p-ff_TaikoDrum_beat4-4_rvb1_off431,p,ff,p-ff,TaikoDrum,0,decresc,decresc,1,63,2,431,4,1,4,60,4,2,train
decresc_p-ff_MelodicTom_beat4-4_rvb1_off431,p,ff,p-ff,MelodicTom,0,decresc,decresc,1,63,2,431,4,1,4,60,4,2,train
decresc_p-ff_DSnareDrum1_beat4-4_rvb1_off431,p,ff,p-ff,DSnareDrum1,0,decresc,decresc,1,63,2,431,4,1,4,60,4,1,train
decresc_mp-mf_Agogo_beat4-4_rvb1_off431,mp,mf,mp-mf,Agogo,0,decresc,decresc,1,63,2,431,4,1,4,60,4,15,valid
decresc_mp-mf_Woodblock_beat4-4_rvb1_off431,mp,mf,mp-mf,Woodblock,0,decresc,decresc,1,63,2,431,4,1,4,60,4,3,train
decresc_mp-mf_TaikoDrum_beat4-4_rvb1_off431,mp,mf,mp-mf,TaikoDrum,0,decresc,decresc,1,63,2,431,4,1,4,60,4,8,train
decresc_mp-mf_MelodicTom_beat4-4_rvb1_off431,mp,mf,mp-mf,MelodicTom,0,decresc,decresc,1,63,2,431,4,1,4,60,4,3,train
decresc_mp-mf_DSnareDrum1_beat4-4_rvb1_off431,mp,mf,mp-mf,DSnareDrum1,0,decresc,decresc,1,63,2,431,4,1,4,60,4,19,test
decresc_mp-f_Agogo_beat4-4_rvb1_off431,mp,f,mp-f,Agogo,0,decresc,decresc,1,63,2,431,4,1,4,60,4,6,train
decresc_mp-f_Woodblock_beat4-4_rvb1_off431,mp,f,mp-f,Woodblock,0,decresc,decresc,1,63,2,431,4,1,4,60,4,15,valid
decresc_mp-f_TaikoDrum_beat4-4_rvb1_off431,mp,f,mp-f,TaikoDrum,0,decresc,decresc,1,63,2,431,4,1,4,60,4,9,train
decresc_mp-f_MelodicTom_beat4-4_rvb1_off431,mp,f,mp-f,MelodicTom,0,decresc,decresc,1,63,2,431,4,1,4,60,4,19,test
decresc_mp-f_DSnareDrum1_beat4-4_rvb1_off431,mp,f,mp-f,DSnareDrum1,0,decresc,decresc,1,63,2,431,4,1,4,60,4,12,train
decresc_mp-ff_Agogo_beat4-4_rvb1_off431,mp,ff,mp-ff,Agogo,0,decresc,decresc,1,63,2,431,4,1,4,60,4,11,train
decresc_mp-ff_Woodblock_beat4-4_rvb1_off431,mp,ff,mp-ff,Woodblock,0,decresc,decresc,1,63,2,431,4,1,4,60,4,2,train
decresc_mp-ff_TaikoDrum_beat4-4_rvb1_off431,mp,ff,mp-ff,TaikoDrum,0,decresc,decresc,1,63,2,431,4,1,4,60,4,13,train
decresc_mp-ff_MelodicTom_beat4-4_rvb1_off431,mp,ff,mp-ff,MelodicTom,0,decresc,decresc,1,63,2,431,4,1,4,60,4,6,train
decresc_mp-ff_DSnareDrum1_beat4-4_rvb1_off431,mp,ff,mp-ff,DSnareDrum1,0,decresc,decresc,1,63,2,431,4,1,4,60,4,14,train
decresc_pp-mf_Agogo_beat4-4_rvb2_off431,pp,mf,pp-mf,Agogo,0,decresc,decresc,2,127,2,431,4,1,4,60,4,17,valid
decresc_pp-mf_Woodblock_beat4-4_rvb2_off431,pp,mf,pp-mf,Woodblock,0,decresc,decresc,2,127,2,431,4,1,4,60,4,17,valid
decresc_pp-mf_TaikoDrum_beat4-4_rvb2_off431,pp,mf,pp-mf,TaikoDrum,0,decresc,decresc,2,127,2,431,4,1,4,60,4,14,train
decresc_pp-mf_MelodicTom_beat4-4_rvb2_off431,pp,mf,pp-mf,MelodicTom,0,decresc,decresc,2,127,2,431,4,1,4,60,4,3,train
decresc_pp-mf_DSnareDrum1_beat4-4_rvb2_off431,pp,mf,pp-mf,DSnareDrum1,0,decresc,decresc,2,127,2,431,4,1,4,60,4,14,train
decresc_pp-f_Agogo_beat4-4_rvb2_off431,pp,f,pp-f,Agogo,0,decresc,decresc,2,127,2,431,4,1,4,60,4,14,train
decresc_pp-f_Woodblock_beat4-4_rvb2_off431,pp,f,pp-f,Woodblock,0,decresc,decresc,2,127,2,431,4,1,4,60,4,17,valid
decresc_pp-f_TaikoDrum_beat4-4_rvb2_off431,pp,f,pp-f,TaikoDrum,0,decresc,decresc,2,127,2,431,4,1,4,60,4,2,train
decresc_pp-f_MelodicTom_beat4-4_rvb2_off431,pp,f,pp-f,MelodicTom,0,decresc,decresc,2,127,2,431,4,1,4,60,4,12,train
decresc_pp-f_DSnareDrum1_beat4-4_rvb2_off431,pp,f,pp-f,DSnareDrum1,0,decresc,decresc,2,127,2,431,4,1,4,60,4,17,valid
decresc_pp-ff_Agogo_beat4-4_rvb2_off431,pp,ff,pp-ff,Agogo,0,decresc,decresc,2,127,2,431,4,1,4,60,4,2,train
decresc_pp-ff_Woodblock_beat4-4_rvb2_off431,pp,ff,pp-ff,Woodblock,0,decresc,decresc,2,127,2,431,4,1,4,60,4,15,valid
decresc_pp-ff_TaikoDrum_beat4-4_rvb2_off431,pp,ff,pp-ff,TaikoDrum,0,decresc,decresc,2,127,2,431,4,1,4,60,4,1,train
decresc_pp-ff_MelodicTom_beat4-4_rvb2_off431,pp,ff,pp-ff,MelodicTom,0,decresc,decresc,2,127,2,431,4,1,4,60,4,12,train
decresc_pp-ff_DSnareDrum1_beat4-4_rvb2_off431,pp,ff,pp-ff,DSnareDrum1,0,decresc,decresc,2,127,2,431,4,1,4,60,4,18,test
decresc_p-mf_Agogo_beat4-4_rvb2_off431,p,mf,p-mf,Agogo,0,decresc,decresc,2,127,2,431,4,1,4,60,4,5,train
decresc_p-mf_Woodblock_beat4-4_rvb2_off431,p,mf,p-mf,Woodblock,0,decresc,decresc,2,127,2,431,4,1,4,60,4,20,test
decresc_p-mf_TaikoDrum_beat4-4_rvb2_off431,p,mf,p-mf,TaikoDrum,0,decresc,decresc,2,127,2,431,4,1,4,60,4,4,train
decresc_p-mf_MelodicTom_beat4-4_rvb2_off431,p,mf,p-mf,MelodicTom,0,decresc,decresc,2,127,2,431,4,1,4,60,4,14,train
decresc_p-mf_DSnareDrum1_beat4-4_rvb2_off431,p,mf,p-mf,DSnareDrum1,0,decresc,decresc,2,127,2,431,4,1,4,60,4,18,test
decresc_p-f_Agogo_beat4-4_rvb2_off431,p,f,p-f,Agogo,0,decresc,decresc,2,127,2,431,4,1,4,60,4,4,train
decresc_p-f_Woodblock_beat4-4_rvb2_off431,p,f,p-f,Woodblock,0,decresc,decresc,2,127,2,431,4,1,4,60,4,17,valid
decresc_p-f_TaikoDrum_beat4-4_rvb2_off431,p,f,p-f,TaikoDrum,0,decresc,decresc,2,127,2,431,4,1,4,60,4,18,test
decresc_p-f_MelodicTom_beat4-4_rvb2_off431,p,f,p-f,MelodicTom,0,decresc,decresc,2,127,2,431,4,1,4,60,4,16,valid
decresc_p-f_DSnareDrum1_beat4-4_rvb2_off431,p,f,p-f,DSnareDrum1,0,decresc,decresc,2,127,2,431,4,1,4,60,4,4,train
decresc_p-ff_Agogo_beat4-4_rvb2_off431,p,ff,p-ff,Agogo,0,decresc,decresc,2,127,2,431,4,1,4,60,4,5,train
decresc_p-ff_Woodblock_beat4-4_rvb2_off431,p,ff,p-ff,Woodblock,0,decresc,decresc,2,127,2,431,4,1,4,60,4,7,train
decresc_p-ff_TaikoDrum_beat4-4_rvb2_off431,p,ff,p-ff,TaikoDrum,0,decresc,decresc,2,127,2,431,4,1,4,60,4,1,train
decresc_p-ff_MelodicTom_beat4-4_rvb2_off431,p,ff,p-ff,MelodicTom,0,decresc,decresc,2,127,2,431,4,1,4,60,4,3,train
decresc_p-ff_DSnareDrum1_beat4-4_rvb2_off431,p,ff,p-ff,DSnareDrum1,0,decresc,decresc,2,127,2,431,4,1,4,60,4,2,train
decresc_mp-mf_Agogo_beat4-4_rvb2_off431,mp,mf,mp-mf,Agogo,0,decresc,decresc,2,127,2,431,4,1,4,60,4,10,train
decresc_mp-mf_Woodblock_beat4-4_rvb2_off431,mp,mf,mp-mf,Woodblock,0,decresc,decresc,2,127,2,431,4,1,4,60,4,16,valid
decresc_mp-mf_TaikoDrum_beat4-4_rvb2_off431,mp,mf,mp-mf,TaikoDrum,0,decresc,decresc,2,127,2,431,4,1,4,60,4,12,train
decresc_mp-mf_MelodicTom_beat4-4_rvb2_off431,mp,mf,mp-mf,MelodicTom,0,decresc,decresc,2,127,2,431,4,1,4,60,4,17,valid
decresc_mp-mf_DSnareDrum1_beat4-4_rvb2_off431,mp,mf,mp-mf,DSnareDrum1,0,decresc,decresc,2,127,2,431,4,1,4,60,4,9,train
decresc_mp-f_Agogo_beat4-4_rvb2_off431,mp,f,mp-f,Agogo,0,decresc,decresc,2,127,2,431,4,1,4,60,4,3,train
decresc_mp-f_Woodblock_beat4-4_rvb2_off431,mp,f,mp-f,Woodblock,0,decresc,decresc,2,127,2,431,4,1,4,60,4,13,train
decresc_mp-f_TaikoDrum_beat4-4_rvb2_off431,mp,f,mp-f,TaikoDrum,0,decresc,decresc,2,127,2,431,4,1,4,60,4,3,train
decresc_mp-f_MelodicTom_beat4-4_rvb2_off431,mp,f,mp-f,MelodicTom,0,decresc,decresc,2,127,2,431,4,1,4,60,4,18,test
decresc_mp-f_DSnareDrum1_beat4-4_rvb2_off431,mp,f,mp-f,DSnareDrum1,0,decresc,decresc,2,127,2,431,4,1,4,60,4,3,train
decresc_mp-ff_Agogo_beat4-4_rvb2_off431,mp,ff,mp-ff,Agogo,0,decresc,decresc,2,127,2,431,4,1,4,60,4,15,valid
decresc_mp-ff_Woodblock_beat4-4_rvb2_off431,mp,ff,mp-ff,Woodblock,0,decresc,decresc,2,127,2,431,4,1,4,60,4,4,train
decresc_mp-ff_TaikoDrum_beat4-4_rvb2_off431,mp,ff,mp-ff,TaikoDrum,0,decresc,decresc,2,127,2,431,4,1,4,60,4,15,valid
decresc_mp-ff_MelodicTom_beat4-4_rvb2_off431,mp,ff,mp-ff,MelodicTom,0,decresc,decresc,2,127,2,431,4,1,4,60,4,10,train
decresc_mp-ff_DSnareDrum1_beat4-4_rvb2_off431,mp,ff,mp-ff,DSnareDrum1,0,decresc,decresc,2,127,2,431,4,1,4,60,4,3,train
hairpin-1_pp-mf_Agogo_beat4-4_rvb0_off431,pp,mf,pp-mf,Agogo,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,14,train
hairpin-1_pp-mf_Woodblock_beat4-4_rvb0_off431,pp,mf,pp-mf,Woodblock,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,11,train
hairpin-1_pp-mf_TaikoDrum_beat4-4_rvb0_off431,pp,mf,pp-mf,TaikoDrum,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,13,train
hairpin-1_pp-mf_MelodicTom_beat4-4_rvb0_off431,pp,mf,pp-mf,MelodicTom,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,7,train
hairpin-1_pp-mf_DSnareDrum1_beat4-4_rvb0_off431,pp,mf,pp-mf,DSnareDrum1,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,17,valid
hairpin-1_pp-f_Agogo_beat4-4_rvb0_off431,pp,f,pp-f,Agogo,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,5,train
hairpin-1_pp-f_Woodblock_beat4-4_rvb0_off431,pp,f,pp-f,Woodblock,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,14,train
hairpin-1_pp-f_TaikoDrum_beat4-4_rvb0_off431,pp,f,pp-f,TaikoDrum,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,16,valid
hairpin-1_pp-f_MelodicTom_beat4-4_rvb0_off431,pp,f,pp-f,MelodicTom,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,18,test
hairpin-1_pp-f_DSnareDrum1_beat4-4_rvb0_off431,pp,f,pp-f,DSnareDrum1,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,15,valid
hairpin-1_pp-ff_Agogo_beat4-4_rvb0_off431,pp,ff,pp-ff,Agogo,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,2,train
hairpin-1_pp-ff_Woodblock_beat4-4_rvb0_off431,pp,ff,pp-ff,Woodblock,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,12,train
hairpin-1_pp-ff_TaikoDrum_beat4-4_rvb0_off431,pp,ff,pp-ff,TaikoDrum,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,1,train
hairpin-1_pp-ff_MelodicTom_beat4-4_rvb0_off431,pp,ff,pp-ff,MelodicTom,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,11,train
hairpin-1_pp-ff_DSnareDrum1_beat4-4_rvb0_off431,pp,ff,pp-ff,DSnareDrum1,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,2,train
hairpin-1_p-mf_Agogo_beat4-4_rvb0_off431,p,mf,p-mf,Agogo,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,2,train
hairpin-1_p-mf_Woodblock_beat4-4_rvb0_off431,p,mf,p-mf,Woodblock,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,20,test
hairpin-1_p-mf_TaikoDrum_beat4-4_rvb0_off431,p,mf,p-mf,TaikoDrum,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,20,test
hairpin-1_p-mf_MelodicTom_beat4-4_rvb0_off431,p,mf,p-mf,MelodicTom,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,18,test
hairpin-1_p-mf_DSnareDrum1_beat4-4_rvb0_off431,p,mf,p-mf,DSnareDrum1,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,6,train
hairpin-1_p-f_Agogo_beat4-4_rvb0_off431,p,f,p-f,Agogo,1,hairpin,hairpin-1,0,0,2,431,4,1,4,60,4,12,train
